ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Temp_Min,Temp_Max,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
74,Clase de ceviche tradicional,Gastronomía,Cocina internacional,Indoor,18,28,180,True,,Explora una emocionante Clase de ceviche tradicional dentro de la categoría de Gastronomía
76,Partido de voleibol en playa,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Partido de voleibol en playa dentro de la categoría de Deporte
79,Clase de ramen tradicional,Gastronomía,Cocina internacional,Indoor,18,28,45,True,,Explora una emocionante Clase de ramen tradicional dentro de la categoría de Gastronomía
82,Boot camp media,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Boot camp media dentro de la categoría de Deporte
83,Entrenamiento de voleibol para maestro,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Entrenamiento de voleibol para maestro dentro de la categoría de Deporte
86,Experiencia gastronómica marroquí,Gastronomía,Cocina internacional,Indoor,18,28,240,True,,Explora una emocionante Experiencia gastronómica marroquí dentro de la categoría de Gastronomía
91,Práctica de técnicas de hockey,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Práctica de técnicas de hockey dentro de la categoría de Deporte
92,Partido de pádel en zona deportiva,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de pádel en zona deportiva dentro de la categoría de Deporte
94,Visita al museo de escultura,Cultura,Museos,Indoor,18,28,120,True,place_category,Explora una emocionante Visita al museo de escultura dentro de la categoría de Cultura
97,Entrenamiento HIIT de 135 minutos,Deporte,Fitness,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento HIIT de 135 minutos dentro de la categoría de Deporte
99,Partido amistoso de voleibol,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido amistoso de voleibol dentro de la categoría de Deporte
102,Circuito de ejercicios historia,Deporte,Fitness,Outdoor,15,30,240,False,,Explora una emocionante Circuito de ejercicios historia dentro de la categoría de Deporte
106,Sesión de cardio adaptativa,Deporte,Fitness,Outdoor,15,30,240,False,,Explora una emocionante Sesión de cardio adaptativa dentro de la categoría de Deporte
107,Taller interactivo en museo del cine,Cultura,Museos,Indoor,18,28,30,True,place_category,Explora una emocionante Taller interactivo en museo del cine dentro de la categoría de Cultura
115,Sesión táctica de hockey,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Sesión táctica de hockey dentro de la categoría de Deporte
118,Taller de cocina tailandesa,Gastronomía,Cocina internacional,Indoor,18,28,90,True,,Explora una emocionante Taller de cocina tailandesa dentro de la categoría de Gastronomía
123,Rutina de pesas para tonificación,Deporte,Fitness,Outdoor,15,30,60,False,,Explora una emocionante Rutina de pesas para tonificación dentro de la categoría de Deporte
124,Boot camp alta,Deporte,Fitness,Outdoor,15,30,90,False,,Explora una emocionante Boot camp alta dentro de la categoría de Deporte
126,Entrenamiento de rugby para avanzado,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Entrenamiento de rugby para avanzado dentro de la categoría de Deporte
127,Degustación de del medio oriente,Gastronomía,Cocina internacional,Indoor,18,28,240,True,,Explora una emocionante Degustación de del medio oriente dentro de la categoría de Gastronomía
129,Práctica de baloncesto recreativo,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Práctica de baloncesto recreativo dentro de la categoría de Deporte
134,Exposición temporal de ingeniería,Cultura,Museos,Indoor,18,28,180,True,place_category,Explora una emocionante Exposición temporal de ingeniería dentro de la categoría de Cultura
135,Taller de cocina peruana,Gastronomía,Cocina internacional,Indoor,18,28,240,True,,Explora una emocionante Taller de cocina peruana dentro de la categoría de Gastronomía
137,Workshop de moderna culinaria,Gastronomía,Cocina internacional,Indoor,18,28,180,True,,Explora una emocionante Workshop de moderna culinaria dentro de la categoría de Gastronomía
143,Entrenamiento de tenis para maestro,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de tenis para maestro dentro de la categoría de Deporte
147,Cena temática peruana,Gastronomía,Cocina internacional,Indoor,18,28,90,True,,Explora una emocionante Cena temática peruana dentro de la categoría de Gastronomía
148,Preparación de pizza típico,Gastronomía,Cocina internacional,Indoor,18,28,30,True,,Explora una emocionante Preparación de pizza típico dentro de la categoría de Gastronomía
150,Taller interactivo en centro cultural,Cultura,Museos,Indoor,18,28,90,True,place_category,Explora una emocionante Taller interactivo en centro cultural dentro de la categoría de Cultura
153,Clase de iniciación a balonmano,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Clase de iniciación a balonmano dentro de la categoría de Deporte
159,Experiencia gastronómica china,Gastronomía,Cocina internacional,Indoor,18,28,90,True,,Explora una emocionante Experiencia gastronómica china dentro de la categoría de Gastronomía
161,Entrenamiento HIIT de 90 minutos,Deporte,Fitness,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento HIIT de 90 minutos dentro de la categoría de Deporte
163,Demostración de cocina peruana,Gastronomía,Cocina internacional,Indoor,18,28,120,True,,Explora una emocionante Demostración de cocina peruana dentro de la categoría de Gastronomía
169,Musical Frankenstein,Cultura,Teatro,Indoor,18,28,90,True,place_category,Explora una emocionante Musical Frankenstein dentro de la categoría de Cultura
177,Partido amistoso de tenis,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Partido amistoso de tenis dentro de la categoría de Deporte
180,Degustación de tradicional,Gastronomía,Cocina internacional,Indoor,18,28,120,True,,Explora una emocionante Degustación de tradicional dentro de la categoría de Gastronomía
181,Exposición de artista de renombre,Cultura,Museos,Indoor,18,28,90,True,place_category,Explora una emocionante Exposición de artista de renombre dentro de la categoría de Cultura
182,Clase de aeróbics futurista,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Clase de aeróbics futurista dentro de la categoría de Deporte
183,Sesión de cardio variada,Deporte,Fitness,Outdoor,15,30,120,False,,Explora una emocionante Sesión de cardio variada dentro de la categoría de Deporte
184,Circuito de ejercicios fotografía,Deporte,Fitness,Outdoor,15,30,240,False,,Explora una emocionante Circuito de ejercicios fotografía dentro de la categoría de Deporte
186,Masterclass de paella,Gastronomía,Cocina internacional,Indoor,18,28,30,True,,Explora una emocionante Masterclass de paella dentro de la categoría de Gastronomía
193,Visita nocturna a museo histórico,Cultura,Museos,Indoor,18,28,90,True,place_category,Explora una emocionante Visita nocturna a museo histórico dentro de la categoría de Cultura
197,Entrenamiento HIIT de 60 minutos,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Entrenamiento HIIT de 60 minutos dentro de la categoría de Deporte
2,Entrenamiento de hockey para novato,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Entrenamiento de hockey para novato dentro de la categoría de Deporte
7,Clase de paella tradicional,Gastronomía,Cocina internacional,Indoor,18,28,90,True,,Explora una emocionante Clase de paella tradicional dentro de la categoría de Gastronomía
15,Preparación de tacos típico,Gastronomía,Cocina internacional,Indoor,18,28,90,True,,Explora una emocionante Preparación de tacos típico dentro de la categoría de Gastronomía
17,Teatro infantil mitología,Cultura,Teatro,Indoor,18,28,240,True,place_category,Explora una emocionante Teatro infantil mitología dentro de la categoría de Cultura
20,Taller de cocina china,Gastronomía,Cocina internacional,Indoor,18,28,45,True,,Explora una emocionante Taller de cocina china dentro de la categoría de Gastronomía
21,Partido de baloncesto en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Partido de baloncesto en centro recreativo dentro de la categoría de Deporte
30,Entrenamiento HIIT de 180 minutos,Deporte,Fitness,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento HIIT de 180 minutos dentro de la categoría de Deporte
32,Exposición de artista clásico,Cultura,Museos,Indoor,18,28,120,True,place_category,Explora una emocionante Exposición de artista clásico dentro de la categoría de Cultura
40,Musical Romeo y Julieta,Cultura,Teatro,Indoor,18,28,60,True,place_category,Explora una emocionante Musical Romeo y Julieta dentro de la categoría de Cultura
41,Partido de pádel en gimnasio,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Partido de pádel en gimnasio dentro de la categoría de Deporte
42,Partido de voleibol en polideportivo,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de voleibol en polideportivo dentro de la categoría de Deporte
59,Exposición de artista emergente,Cultura,Museos,Indoor,18,28,180,True,place_category,Explora una emocionante Exposición de artista emergente dentro de la categoría de Cultura
68,Partido de hockey en zona deportiva,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de hockey en zona deportiva dentro de la categoría de Deporte
72,Demostración de cocina mexicana,Gastronomía,Cocina internacional,Indoor,18,28,45,True,,Explora una emocionante Demostración de cocina mexicana dentro de la categoría de Gastronomía
76,Teatro experimental moderno,Cultura,Teatro,Indoor,18,28,120,True,place_category,Explora una emocionante Teatro experimental moderno dentro de la categoría de Cultura
81,Tour guiado por museo del cine,Cultura,Museos,Indoor,18,28,240,True,place_category,Explora una emocionante Tour guiado por museo del cine dentro de la categoría de Cultura
82,Demostración de cocina india,Gastronomía,Cocina internacional,Indoor,18,28,45,True,,Explora una emocionante Demostración de cocina india dentro de la categoría de Gastronomía
94,Visita al museo de pintura,Cultura,Museos,Indoor,18,28,30,True,place_category,Explora una emocionante Visita al museo de pintura dentro de la categoría de Cultura
107,Práctica de bádminton recreativo,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Práctica de bádminton recreativo dentro de la categoría de Deporte
113,Visita nocturna a museo nacional,Cultura,Museos,Indoor,18,28,30,True,place_category,Explora una emocionante Visita nocturna a museo nacional dentro de la categoría de Cultura
119,Mini torneo de ping-pong,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Mini torneo de ping-pong dentro de la categoría de Deporte
137,Microteatro clásica,Cultura,Teatro,Indoor,18,28,90,True,place_category,Explora una emocionante Microteatro clásica dentro de la categoría de Cultura
138,Entrenamiento de rugby para medio,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento de rugby para medio dentro de la categoría de Deporte
148,Partido de voleibol en parque local,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de voleibol en parque local dentro de la categoría de Deporte
151,Partido de pádel en parque local,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Partido de pádel en parque local dentro de la categoría de Deporte
152,Partido amistoso de pádel,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido amistoso de pádel dentro de la categoría de Deporte
154,Teatro experimental futurista,Cultura,Teatro,Indoor,18,28,90,True,place_category,Explora una emocionante Teatro experimental futurista dentro de la categoría de Cultura
158,Entrenamiento de ping-pong para novato,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de ping-pong para novato dentro de la categoría de Deporte
161,Preparación de ceviche típico,Gastronomía,Cocina internacional,Indoor,18,28,60,True,,Explora una emocionante Preparación de ceviche típico dentro de la categoría de Gastronomía
162,Experiencia gastronómica italiana,Gastronomía,Cocina internacional,Indoor,18,28,30,True,,Explora una emocionante Experiencia gastronómica italiana dentro de la categoría de Gastronomía
170,Clase de pasta tradicional,Gastronomía,Cocina internacional,Indoor,18,28,240,True,,Explora una emocionante Clase de pasta tradicional dentro de la categoría de Gastronomía
188,Tour guiado por museo de la ciencia,Cultura,Museos,Indoor,18,28,30,True,place_category,Explora una emocionante Tour guiado por museo de la ciencia dentro de la categoría de Cultura
191,Mini torneo de tenis,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Mini torneo de tenis dentro de la categoría de Deporte
194,Microteatro psicológica,Cultura,Teatro,Indoor,18,28,180,True,place_category,Explora una emocionante Microteatro psicológica dentro de la categoría de Cultura
4,Partido de fútbol en parque local,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de fútbol en parque local dentro de la categoría de Deporte
7,Partido de pádel en centro deportivo,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de pádel en centro deportivo dentro de la categoría de Deporte
8,Degustación de centroamericana,Gastronomía,Cocina internacional,Indoor,18,28,45,True,,Explora una emocionante Degustación de centroamericana dentro de la categoría de Gastronomía
12,Entrenamiento de fútbol para novato,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Entrenamiento de fútbol para novato dentro de la categoría de Deporte
46,Circuito de ejercicios escultura,Deporte,Fitness,Outdoor,15,30,60,False,,Explora una emocionante Circuito de ejercicios escultura dentro de la categoría de Deporte
47,Entrenamiento de fútbol para experto,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Entrenamiento de fútbol para experto dentro de la categoría de Deporte
54,Mini torneo de rugby,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Mini torneo de rugby dentro de la categoría de Deporte
65,Torneo informal de tenis,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Torneo informal de tenis dentro de la categoría de Deporte
73,Mini torneo de baloncesto,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Mini torneo de baloncesto dentro de la categoría de Deporte
80,Entrenamiento de bádminton para experto,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Entrenamiento de bádminton para experto dentro de la categoría de Deporte
89,Clase de curry tradicional,Gastronomía,Cocina internacional,Indoor,18,28,30,True,,Explora una emocionante Clase de curry tradicional dentro de la categoría de Gastronomía
91,Exposición temporal de historia local,Cultura,Museos,Indoor,18,28,45,True,place_category,Explora una emocionante Exposición temporal de historia local dentro de la categoría de Cultura
122,Boot camp adaptativa,Deporte,Fitness,Outdoor,15,30,45,False,,Explora una emocionante Boot camp adaptativa dentro de la categoría de Deporte
144,Partido de baloncesto en parque local,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de baloncesto en parque local dentro de la categoría de Deporte
145,Teatro infantil innovación,Cultura,Teatro,Indoor,18,28,45,True,place_category,Explora una emocionante Teatro infantil innovación dentro de la categoría de Cultura
159,Exhibición especial de mitología,Cultura,Museos,Indoor,18,28,45,True,place_category,Explora una emocionante Exhibición especial de mitología dentro de la categoría de Cultura
161,Circuito de ejercicios tecnología,Deporte,Fitness,Outdoor,15,30,45,False,,Explora una emocionante Circuito de ejercicios tecnología dentro de la categoría de Deporte
163,Clase de iniciación a fútbol,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Clase de iniciación a fútbol dentro de la categoría de Deporte
171,Entrenamiento de balonmano para principiante,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento de balonmano para principiante dentro de la categoría de Deporte
174,Monólogo de familiar,Cultura,Teatro,Indoor,18,28,30,True,place_category,Explora una emocionante Monólogo de familiar dentro de la categoría de Cultura
180,Clase de iniciación a baloncesto,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Clase de iniciación a baloncesto dentro de la categoría de Deporte
187,Preparación de tapas típico,Gastronomía,Cocina internacional,Indoor,18,28,180,True,,Explora una emocionante Preparación de tapas típico dentro de la categoría de Gastronomía
193,Entrenamiento de voleibol para avanzado,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de voleibol para avanzado dentro de la categoría de Deporte
7,Clase de iniciación a tenis,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Clase de iniciación a tenis dentro de la categoría de Deporte
28,Entrenamiento de rugby para experto,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento de rugby para experto dentro de la categoría de Deporte
37,Preparación de pasta típico,Gastronomía,Cocina internacional,Indoor,18,28,60,True,,Explora una emocionante Preparación de pasta típico dentro de la categoría de Gastronomía
39,Partido de ping-pong en gimnasio,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Partido de ping-pong en gimnasio dentro de la categoría de Deporte
42,Entrenamiento de baloncesto para avanzado,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Entrenamiento de baloncesto para avanzado dentro de la categoría de Deporte
67,Exposición temporal de arte moderno,Cultura,Museos,Indoor,18,28,240,True,place_category,Explora una emocionante Exposición temporal de arte moderno dentro de la categoría de Cultura
69,Partido de fútbol en cancha municipal,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Partido de fútbol en cancha municipal dentro de la categoría de Deporte
82,Partido amistoso de fútbol,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido amistoso de fútbol dentro de la categoría de Deporte
88,Entrenamiento HIIT de 120 minutos,Deporte,Fitness,Outdoor,15,30,120,False,,Explora una emocionante Entrenamiento HIIT de 120 minutos dentro de la categoría de Deporte
96,Masterclass de sushi,Gastronomía,Cocina internacional,Indoor,18,28,240,True,,Explora una emocionante Masterclass de sushi dentro de la categoría de Gastronomía
101,Partido de voleibol en cancha municipal,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de voleibol en cancha municipal dentro de la categoría de Deporte
104,Entrenamiento de fútbol para avanzado,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Entrenamiento de fútbol para avanzado dentro de la categoría de Deporte
131,Partido de tenis en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de tenis en centro recreativo dentro de la categoría de Deporte
135,Partido de tenis en centro deportivo,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de tenis en centro deportivo dentro de la categoría de Deporte
138,Curso de cocina moderno,Gastronomía,Cocina internacional,Indoor,18,28,60,True,,Explora una emocionante Curso de cocina moderno dentro de la categoría de Gastronomía
148,Partido de baloncesto en polideportivo,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de baloncesto en polideportivo dentro de la categoría de Deporte
173,Musical Cats,Cultura,Teatro,Indoor,18,28,180,True,place_category,Explora una emocionante Musical Cats dentro de la categoría de Cultura
176,Entrenamiento de ping-pong para profesional,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento de ping-pong para profesional dentro de la categoría de Deporte
191,Entrenamiento de rugby para novato,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de rugby para novato dentro de la categoría de Deporte
200,Entrenamiento HIIT de 15 minutos,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Entrenamiento HIIT de 15 minutos dentro de la categoría de Deporte
7,Torneo informal de pádel,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Torneo informal de pádel dentro de la categoría de Deporte
42,Partido de ping-pong en zona deportiva,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de ping-pong en zona deportiva dentro de la categoría de Deporte
85,Partido de baloncesto en pista al aire libre,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Partido de baloncesto en pista al aire libre dentro de la categoría de Deporte
108,Taller de cocina japonesa,Gastronomía,Cocina internacional,Indoor,18,28,180,True,,Explora una emocionante Taller de cocina japonesa dentro de la categoría de Gastronomía
112,Entrenamiento HIIT de 30 minutos,Deporte,Fitness,Outdoor,15,30,120,False,,Explora una emocionante Entrenamiento HIIT de 30 minutos dentro de la categoría de Deporte
113,Tour guiado por museo local,Cultura,Museos,Indoor,18,28,240,True,place_category,Explora una emocionante Tour guiado por museo local dentro de la categoría de Cultura
127,Entrenamiento de balonmano para maestro,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Entrenamiento de balonmano para maestro dentro de la categoría de Deporte
133,TRX maestro,Deporte,Fitness,Outdoor,15,30,30,False,,Explora una emocionante TRX maestro dentro de la categoría de Deporte
135,Boot camp suave,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Boot camp suave dentro de la categoría de Deporte
138,Partido de rugby en playa,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de rugby en playa dentro de la categoría de Deporte
142,Partido de rugby en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Partido de rugby en centro recreativo dentro de la categoría de Deporte
180,Entrenamiento de rugby para profesional,Deporte,Deportes de equipo,Outdoor,15,30,90,False,,Explora una emocionante Entrenamiento de rugby para profesional dentro de la categoría de Deporte
7,Exhibición especial de fotografía antigua,Cultura,Museos,Indoor,18,28,240,True,place_category,Explora una emocionante Exhibición especial de fotografía antigua dentro de la categoría de Cultura
11,Partido de hockey en playa,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de hockey en playa dentro de la categoría de Deporte
33,Entrenamiento de tenis para profesional,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Entrenamiento de tenis para profesional dentro de la categoría de Deporte
40,Circuito de ejercicios arte contemporáneo,Deporte,Fitness,Outdoor,15,30,60,False,,Explora una emocionante Circuito de ejercicios arte contemporáneo dentro de la categoría de Deporte
71,Práctica de técnicas de rugby,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Práctica de técnicas de rugby dentro de la categoría de Deporte
108,Partido de ping-pong en playa,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de ping-pong en playa dentro de la categoría de Deporte
118,Teatro infantil ingeniería,Cultura,Teatro,Indoor,18,28,90,True,place_category,Explora una emocionante Teatro infantil ingeniería dentro de la categoría de Cultura
121,Entrenamiento de pádel para experto,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Entrenamiento de pádel para experto dentro de la categoría de Deporte
132,Entrenamiento de voleibol para profesional,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Entrenamiento de voleibol para profesional dentro de la categoría de Deporte
180,Entrenamiento de tenis para intermedio,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Entrenamiento de tenis para intermedio dentro de la categoría de Deporte
53,Partido de balonmano en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,120,False,,Explora una emocionante Partido de balonmano en centro recreativo dentro de la categoría de Deporte
61,Partido de tenis en pista al aire libre,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de tenis en pista al aire libre dentro de la categoría de Deporte
132,Entrenamiento de fútbol para principiante,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Entrenamiento de fútbol para principiante dentro de la categoría de Deporte
138,Partido de voleibol en gimnasio,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de voleibol en gimnasio dentro de la categoría de Deporte
139,Partido de bádminton en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de bádminton en centro recreativo dentro de la categoría de Deporte
154,Partido de tenis en playa,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Partido de tenis en playa dentro de la categoría de Deporte
156,Entrenamiento de rugby para principiante,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de rugby para principiante dentro de la categoría de Deporte
179,Partido de ping-pong en centro deportivo,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Partido de ping-pong en centro deportivo dentro de la categoría de Deporte
194,Clase de aeróbics minimalista,Deporte,Fitness,Outdoor,15,30,180,False,,Explora una emocionante Clase de aeróbics minimalista dentro de la categoría de Deporte
29,Partido de baloncesto en centro deportivo,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de baloncesto en centro deportivo dentro de la categoría de Deporte
33,Entrenamiento funcional experto,Deporte,Fitness,Outdoor,15,30,60,False,,Explora una emocionante Entrenamiento funcional experto dentro de la categoría de Deporte
44,Partido de rugby en zona deportiva,Deporte,Deportes de equipo,Outdoor,15,30,45,False,,Explora una emocionante Partido de rugby en zona deportiva dentro de la categoría de Deporte
58,Entrenamiento de ping-pong para maestro,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Entrenamiento de ping-pong para maestro dentro de la categoría de Deporte
65,Partido de pádel en centro recreativo,Deporte,Deportes de equipo,Outdoor,15,30,60,False,,Explora una emocionante Partido de pádel en centro recreativo dentro de la categoría de Deporte
125,Partido de tenis en zona deportiva,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de tenis en zona deportiva dentro de la categoría de Deporte
134,Partido de tenis en gimnasio,Deporte,Deportes de equipo,Outdoor,15,30,180,False,,Explora una emocionante Partido de tenis en gimnasio dentro de la categoría de Deporte
160,Partido de baloncesto en gimnasio,Deporte,Deportes de equipo,Outdoor,15,30,240,False,,Explora una emocionante Partido de baloncesto en gimnasio dentro de la categoría de Deporte
180,Entrenamiento de baloncesto para intermedio,Deporte,Deportes de equipo,Outdoor,15,30,30,False,,Explora una emocionante Entrenamiento de baloncesto para intermedio dentro de la categoría de Deporte
